id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage,new_cases_per_million_habitants,new_deaths_per_million_habitants,total_cases_per_million_habitants,total_deaths_per_million_habitants
13395,Indiana,2020-11-01,184589.00,61130,4364.00,719,,9008.878896380651,105.96080363974623,27203.336276852737,643.1334451792109
15045,Indiana,2020-12-01,347097.00,162508,5864.00,1500,,23949.204837118054,221.05870022200187,51152.541113970794,864.1921454012127
16750,Indiana,2021-01-01,520750.00,173653,8371.00,2507,,25591.67097976753,369.4627743043725,76744.21209373832,1233.6549197055851
18455,Indiana,2021-02-01,631502.00,110752,9989.00,1618,,16321.795444658102,238.4486513061327,93066.00753839643,1472.1035710117178
19995,Indiana,2021-03-01,665422.00,33920,12595.00,2606,,4998.874074353536,384.0526485190246,98064.88161274996,1856.1562195307424
21700,Indiana,2021-04-01,691001.00,25579,13048.00,453,,3769.640328652391,66.75972746704457,101834.52194140234,1922.9159469977872
23350,Indiana,2021-05-01,724895.00,33894,13338.00,290,,4995.042390216355,42.7380153762537,106829.5643316187,1965.6539623740407
25055,Indiana,2021-06-01,747549.00,22654,13628.00,290,,3338.575863219487,42.7380153762537,110168.1401948382,2008.3919777502945
26705,Indiana,2021-07-01,757671.00,10122,13855.00,227,,1491.7041090980688,33.45354996692962,111659.84430393626,2041.845527717224
28410,Indiana,2021-08-01,774662.00,16991,14005.00,150,,2504.005583648023,22.10587002220019,114163.84988758428,2063.9513977394245
11691,Iowa,2020-10-01,90483.00,24637,1366.00,241,,7722.304222489624,75.53985134634897,28361.296138471756,428.16363875150495
13396,Iowa,2020-11-01,131097.00,40614,1733.00,367,,12730.188890376003,115.03371553572643,41091.48502884776,543.1973542872314
15046,Iowa,2020-12-01,233062.00,101965,2449.00,716,,31960.252873570425,224.42545047297037,73051.73790241819,767.6228047602017
16751,Iowa,2021-01-01,282980.00,49918,3898.00,1449,,15646.465973058288,454.1794381778409,88698.20387547648,1221.8022429380426
18456,Iowa,2021-02-01,320187.00,37207,4906.00,1008,,11662.2873404299,315.95091351501975,100360.49121590637,1537.7531564530623
19996,Iowa,2021-03-01,336890.00,16703,5472.00,566,,5235.444552025173,177.40894548561624,105595.93576793154,1715.1621019386785
21701,Iowa,2021-04-01,352137.00,15247,5751.00,279,,4779.071010281255,87.45069927647867,110375.0067782128,1802.6128012151573
23351,Iowa,2021-05-01,365228.00,13091,5952.00,201,,4103.287111929686,63.00211668305453,114478.2938901425,1865.6149178982118
25056,Iowa,2021-06-01,371473.00,6245,6057.00,105,,1957.4538243068434,32.91155349114789,116435.74771444933,1898.5264713893596
26706,Iowa,2021-07-01,373960.00,2487,6140.00,83,,779.5336526903315,26.01579942633595,117215.28136713966,1924.5422708156957
28411,Iowa,2021-08-01,379797.00,5837,6183.00,43,,1829.5689307412404,13.478064763041516,119044.8502978809,1938.020335578737
11692,Kansas,2020-10-01,61103.00,17612,678.00,224,,5994.7989706863455,76.24545590698054,20798.330769126038,230.77865671845004
13397,Kansas,2020-11-01,86809.00,25706,1029.00,351,,8749.846828325188,119.47390635424183,29548.177597451224,350.2525630726919
15047,Kansas,2020-12-01,160718.00,73909,1560.00,531,,25157.256252808147,180.74257627949405,54705.43385025937,530.9951393521859
16752,Kansas,2021-01-01,230352.00,69634,2879.00,1319,,23702.125342083407,448.9631979522649,78407.55919234277,979.9583373044509
18457,Kansas,2021-02-01,279587.00,49235,3809.00,930,,16758.683132054408,316.55479461380315,95166.24232439719,1296.513131918254
19997,Kansas,2021-03-01,297436.00,17849,4743.00,934,,6075.469386087927,317.9163206121421,101241.7117104851,1614.429452530396
21702,Kansas,2021-04-01,304685.00,7249,4913.00,170,,2467.4254904897407,57.86485492940488,103709.13720097486,1672.2943074598008
23352,Kansas,2021-05-01,311213.00,6528,5025.00,112,,2222.0104292891474,38.12272795349027,105931.147630264,1710.4170354132912
25057,Kansas,2021-06-01,315863.00,4650,5115.00,90,,1582.7739730690157,30.634334962626113,107513.92160333302,1741.0513703759173
26707,Kansas,2021-07-01,319626.00,3763,5189.00,74,,1280.855582937356,25.188230969270357,108794.77718627037,1766.2396013451878
28412,Kansas,2021-08-01,334159.00,14533,5294.00,105,,4946.764333464947,35.74005745639713,113741.54151973531,1801.9796588015847
11693,Kentucky,2020-10-01,73619.00,21857,1225.00,242,,4850.820136374249,53.708124308119515,16338.588443964672,271.8696375101091
13398,Kentucky,2020-11-01,110600.00,36981,1554.00,329,,8207.355971233752,73.01641693128644,24545.944415198424,344.8860544413956
15048,Kentucky,2020-12-01,187285.00,76685,2097.00,543,,17019.03930813283,120.51037809631775,41564.98372333125,465.39643253771334
16753,Kentucky,2021-01-01,269470.00,82185,2956.00,859,,18239.67849695373,190.64164785402752,59804.66222028498,656.0380803917409
18458,Kentucky,2021-02-01,368623.00,99153,3995.00,1039,,22005.461361665184,230.589839488166,81810.12358195016,886.6279198799068
19998,Kentucky,2021-03-01,408854.00,40231,4802.00,807,,8928.642764627919,179.10105915972085,90738.76634657808,1065.7289790396278
21703,Kentucky,2021-04-01,431160.00,22306,6172.00,1370,,4950.468681061628,304.0501252153873,95689.2350276397,1369.779104255015
23353,Kentucky,2021-05-01,448026.00,16866,6631.00,459,,3743.145556118776,101.86788866705312,99432.38058375848,1471.6469929220682
25058,Kentucky,2021-06-01,460454.00,12428,7109.00,478,,2758.2006979392945,106.08464222843442,102190.58128169779,1577.7316351505026
26708,Kentucky,2021-07-01,466106.00,5652,7269.00,160,,1254.3732173119483,35.50950367478976,103444.95449900973,1613.2411388252924
28413,Kentucky,2021-08-01,483719.00,17613,7378.00,109,,3908.9305514004504,24.190849378450526,107353.88505041017,1637.4319882037428
11694,Louisiana,2020-10-01,168009.00,18426,5519.00,535,,3955.981387607812,114.86215360741232,36070.795449397636,1184.9050948772124
13399,Louisiana,2020-11-01,187720.00,19711,5926.00,407,,4231.865251879821,87.38111498732115,40302.66070127746,1272.2862098645335
15049,Louisiana,2020-12-01,237740.00,50020,6455.00,529,,10739.074623257504,113.57397992209555,51041.735324534966,1385.860189786629
16754,Louisiana,2021-01-01,315275.00,77535,7488.00,1033,,16646.424448506008,221.78056948870454,67688.15977304097,1607.6407592753335
18459,Louisiana,2021-02-01,401591.00,86316,8912.00,1424,,18531.666636967107,305.7265546485143,86219.82641000809,1913.3673139238479
19999,Louisiana,2021-03-01,430504.00,28913,9628.00,716,,6207.494293927313,153.722059781135,92427.32070393539,2067.089373704983
21704,Louisiana,2021-04-01,445469.00,14965,10161.00,533,,3212.9198667942533,114.4327623789734,95640.24057072964,2181.5221360839564
23354,Louisiana,2021-05-01,458581.00,13112,10382.00,221,,2815.0888936455895,47.447730742501165,98455.32946437523,2228.9698668264573
25059,Louisiana,2021-06-01,471663.00,13082,10592.00,210,,2808.648025219006,45.08607898608708,101263.97748959424,2274.0559458125445
26709,Louisiana,2021-07-01,482035.00,10372,10748.00,156,,2226.8229106842628,33.492515818236114,103490.8004002785,2307.548461630781
28414,Louisiana,2021-08-01,541679.00,59644,10999.00,251,,12805.305214505608,53.88859916908503,116296.10561478412,2361.437060799866
11695,Maine,2020-10-01,5431.00,883,142.00,10,,648.1404681144985,7.3402091519195745,3986.467590407521,104.23096995725797
13400,Maine,2020-11-01,6715.00,1284,147.00,5,,942.4828551064734,3.6701045759597872,4928.950445513994,107.90107453321775
15050,Maine,2020-12-01,11976.00,5261,214.00,67,,3861.6840348248884,49.17940131786115,8790.634480338882,157.0804758510789
16755,Maine,2021-01-01,24201.00,12225,347.00,133,,8973.405688221681,97.62478172053035,17764.040168560565,254.70525757160925
18460,Maine,2021-02-01,39543.00,15342,595.00,248,,11261.348880875012,182.03718696760546,29025.389049435573,436.7424445392147
20000,Maine,2021-03-01,44762.00,5219,703.00,108,,3830.855156386826,79.2742588407314,32856.244205822404,516.0167033799461
21705,Maine,2021-04-01,50788.00,6026,744.00,41,,4423.2100349467355,30.094857522870257,37279.45424076913,546.1115609028163
23355,Maine,2021-05-01,61616.00,10828,789.00,45,,7947.978469698515,33.030941183638085,45227.43271046765,579.1425020864544
25060,Maine,2021-06-01,67819.00,6203,825.00,36,,4553.131736935712,26.42475294691047,49780.56444740336,605.567255033365
26710,Maine,2021-07-01,69054.00,1235,859.00,34,,906.5158302620675,24.956711116526556,50687.08027766543,630.5239661498915
28415,Maine,2021-08-01,70463.00,1409,900.00,41,,1034.235469505468,30.094857522870257,51721.3157471709,660.6188236727618
11696,Maryland,2020-10-01,125997.00,16644,3949.00,188,,2694.41418993386,30.43438282309335,20397.026237028153,639.2839242999768
13401,Maryland,2020-11-01,146627.00,20630,4152.00,203,,3339.687859789446,32.86265804834016,23736.7140968176,672.146582348317
15051,Maryland,2020-12-01,201479.00,54852,4673.00,521,,8879.716843682534,84.34209282357253,32616.430940500133,756.4886751718896
16756,Maryland,2021-01-01,280387.00,78908,5942.00,1269,,12774.022764918353,205.43208405588013,45390.453705418484,961.9207592277696
18461,Maryland,2021-02-01,355812.00,75425,7154.00,1212,,12210.177257616042,196.20463819994225,57600.63096303453,1158.125397427712
20001,Maryland,2021-03-01,382884.00,27072,7879.00,725,,4382.551126525443,117.36663588692915,61983.182089559974,1275.492033314641
21706,Maryland,2021-04-01,413113.00,30229,8303.00,424,,4893.622118932388,68.6392463669765,66876.80420849237,1344.1312796816176
23356,Maryland,2021-05-01,448529.00,35416,8764.00,461,,5733.319691822735,74.62899192258529,72610.1239003151,1418.760271604203
25061,Maryland,2021-06-01,460207.00,11678,9616.00,852,,1890.4932053621496,137.9260327940188,74500.61710567724,1556.6863043982216
26711,Maryland,2021-07-01,462571.00,2364,9744.00,128,,382.6961754988972,20.72128192210611,74883.31328117615,1577.4075863203277
28416,Maryland,2021-08-01,469314.00,6743,9828.00,84,,1091.5906562559492,13.598341261382135,75974.90393743209,1591.0059275817098
245,Massachusetts,2020-03-01,1.00,0,0.00,0,,0,0,0.14224919013979823,0
11697,Massachusetts,2020-10-01,132870.00,3982,9480.00,416,,566.4362751366766,59.175663098156065,18900.64989387499,1348.5223225252873
13402,Massachusetts,2020-11-01,159707.00,26837,10013.00,533,,3817.541515781765,75.81881834451247,22718.191409656756,1424.3411408697998
15052,Massachusetts,2020-12-01,229205.00,69498,10778.00,765,,9886.034216335698,108.82063045694565,32604.225625992454,1533.1617713267453
16757,Massachusetts,2021-01-01,375178.00,145973,12423.00,1645,,20764.541032276768,233.9999177799681,53368.766658269225,1767.1616891067135
18462,Massachusetts,2021-02-01,526423.00,151245,14607.00,2184,,21514.478762693783,310.67223126531934,74883.24542096301,2077.833920372033
20002,Massachusetts,2021-03-01,582543.00,56120,16144.00,1537,,7983.024550645477,218.6370052448699,82866.26997160849,2296.4709256169026
21707,Massachusetts,2021-04-01,638339.00,55796,17217.00,1073,,7936.935813040182,152.6333810200035,90803.20578464867,2449.104306636906
23357,Massachusetts,2021-05-01,690279.00,51940,17617.00,400,,7388.42293586112,56.899676055919294,98191.62872050979,2506.0039826928255
25062,Massachusetts,2021-06-01,707131.00,16852,17883.00,266,,2397.1833522358797,37.83828457718633,100588.81207274567,2543.8422672700117
26712,Massachusetts,2021-07-01,710049.00,2918,17997.00,114,,415.08313682793124,16.216407675937,101003.8952095736,2560.058674945949
28417,Massachusetts,2021-08-01,719780.00,9731,18082.00,85,,1384.2268692503767,12.09118116188285,102388.12207882397,2572.1498561078315
11698,Michigan,2020-10-01,139064.00,25095,7103.00,333,,2490.2427041445794,33.044463856550905,13799.68565089308,704.8493296488922
13403,Michigan,2020-11-01,197501.00,58437,7700.00,597,,5798.856860015811,59.2418766437264,19598.54251090889,764.0912062926186
15053,Michigan,2020-12-01,394554.00,197053,9758.00,2058,,19554.086295270048,204.22074059093623,39152.62880617894,968.3119468835548
16758,Michigan,2021-01-01,526845.00,132291,13011.00,3253,,13127.583087228157,322.8037265025829,52280.2118934071,1291.1156733861376
18463,Michigan,2021-02-01,610524.00,83679,15527.00,2516,,8303.686759916887,249.66928247171796,60583.89865332398,1540.7849558578557
20003,Michigan,2021-03-01,646502.00,35978,16509.00,982,,3570.1913532462117,97.44643695835732,64154.09000657019,1638.231392816213
21708,Michigan,2021-04-01,751999.00,105497,17165.00,656,,10468.744154578231,65.09660147116335,74622.83416114842,1703.3279942873762
23358,Michigan,2021-05-01,938277.00,186278,18883.00,1718,,18484.85476958135,170.4816483650284,93107.68893072977,1873.8096426524046
25063,Michigan,2021-06-01,991174.00,52897,20374.00,1491,,5249.108121981902,147.95584267302522,98356.79705271167,2021.7654853254298
26713,Michigan,2021-07-01,998847.00,7673,20998.00,624,,761.4119254393847,61.921157496960255,99118.20897815106,2083.6866428223902
28418,Michigan,2021-08-01,1009618.00,10771,21173.00,175,,1068.8345951919214,17.36570923392315,100187.04357334298,2101.0523520563133
11699,Minnesota,2020-10-01,100253.00,23849,2102.00,230,,4179.273648583526,40.30495782524261,17568.230160234987,368.3522667333042
13404,Minnesota,2020-11-01,150726.00,50473,2529.00,427,,8844.835375275958,74.82703039729823,26413.065535510945,443.17929713060244
15054,Minnesota,2020-12-01,322371.00,171645,3674.00,1145,,30078.889069190296,200.6485943908817,56491.95460470124,643.8278915214842
16759,Minnesota,2021-01-01,415361.00,92990,5382.00,1708,,16295.469687692654,299.3081215891929,72787.42429239389,943.136013110677
18464,Minnesota,2021-02-01,462596.00,47235,6270.00,888,,8277.411664675368,155.61218499484974,81064.83595706926,1098.7481981055269
20004,Minnesota,2021-03-01,485298.00,22702,6554.00,284,,3978.274576298512,49.76786096682131,85043.11053336777,1148.516059072348
21709,Minnesota,2021-04-01,521745.00,36447,6938.00,384,,6386.9339037244235,67.29175567344853,91430.04443709219,1215.8078147457966
23359,Minnesota,2021-05-01,577617.00,55872,7247.00,309,,9790.950450486762,54.14883464347812,101220.99488757896,1269.9566493892748
25064,Minnesota,2021-06-01,601610.00,23993,7520.00,273,,4204.508056961069,47.84023254909231,105425.50294454003,1317.796881938367
26714,Minnesota,2021-07-01,605541.00,3931,7692.00,172,,688.8643009175161,30.14109889539882,106114.36724545754,1347.9379808337658
28419,Minnesota,2021-08-01,612794.00,7253,7761.00,69,,1271.0080830716724,12.091487347572782,107385.37532852922,1360.0294681813386
11700,Mississippi,2020-10-01,98886.00,15302,2979.00,486,,5167.361805490128,164.11827456987336,33393.00349612448,1005.9842385671867
13405,Mississippi,2020-11-01,120500.00,21614,3348.00,369,,7298.8732233605815,124.60831958082977,40691.87671948506,1130.5925581480165
15055,Mississippi,2020-12-01,154411.00,33911,3836.00,488,,11451.470800285957,164.7936584158399,52143.34751977102,1295.3862165638564
16760,Mississippi,2021-01-01,218386.00,63975,4816.00,980,,21603.84077285524,330.93808452361293,73747.18829262626,1626.3243010874694
18465,Mississippi,2021-02-01,275706.00,57320,6056.00,1240,,19356.501025401525,418.73798449926534,93103.68931802778,2045.0622855867346
20005,Mississippi,2021-03-01,294994.00,19288,6681.00,625,,6513.401810501476,211.05745186454908,99617.09112852927,2256.1197374512835
21710,Mississippi,2021-04-01,305417.00,10423,7048.00,367,,3519.7629132547117,123.93293573486321,103136.85404178397,2380.052673186147
23360,Mississippi,2021-05-01,311900.00,6483,7199.00,151,,2189.2567367005945,50.99148037047505,105326.11077848457,2431.044153556622
25065,Mississippi,2021-06-01,317755.00,5855,7318.00,119,,1977.1862090670957,40.18533883501014,107303.29698755166,2471.229492391632
26715,Mississippi,2021-07-01,321944.00,4189,7415.00,97,,1414.5914653769537,32.75611652937801,108717.88845292862,2503.98560892101
28420,Mississippi,2021-08-01,343505.00,21561,7543.00,128,,7280.975551442468,43.22456614185965,115998.86400437109,2547.21017506287
11701,Missouri,2020-10-01,131778.00,44364,2184.00,533,,7207.900420363375,86.59748724311781,21410.21327190165,354.8384843132632
13406,Missouri,2020-11-01,192141.00,60363,3091.00,907,,9807.2872841582,147.3619529634294,31217.50055605985,502.20043727669264
15056,Missouri,2020-12-01,317903.00,125762,4130.00,1039,,20432.782721705407,168.80823498236288,51650.28327776526,671.0086722590555
16761,Missouri,2021-01-01,421217.00,103314,5906.00,1776,,16785.6150038189,288.5499762547415,68435.89828158416,959.558648513797
18466,Missouri,2021-02-01,501226.00,80009,7182.00,1276,,12999.208924642802,207.3140595163571,81435.10720622697,1166.8727080301542
20006,Missouri,2021-03-01,525206.00,23980,8385.00,1203,,3896.074566772918,195.45361567255296,85331.18177299987,1362.326323702707
21711,Missouri,2021-04-01,589546.00,64340,8981.00,596,,10453.43776589531,96.83321275215425,95784.61953889519,1459.1595364548614
23361,Missouri,2021-05-01,601861.00,12315,9250.00,269,,2000.8406292664088,43.70492320525083,97785.4601681616,1502.864459660112
25066,Missouri,2021-06-01,615552.00,13691,9662.00,412,,2224.401872130443,66.93839539242877,100009.86204029204,1569.802855052541
26716,Missouri,2021-07-01,636120.00,20568,9924.00,262,,3341.7206709501825,42.567620370913446,103351.58271124223,1612.3704754234543
28421,Missouri,2021-08-01,697481.00,61361,10313.00,389,,9969.434173968015,63.201543222463094,113321.01688521024,1675.5720186459175
11702,Montana,2020-10-01,13626.00,6100,181.00,76,,5626.138486015357,70.09615162904379,12567.502132859878,166.93951901127534
13407,Montana,2020-11-01,33495.00,19869,378.00,197,,18325.532062071987,181.69660356475825,30893.034194931864,348.6361225760336
15057,Montana,2020-12-01,63324.00,29829,700.00,322,,27511.817196615095,296.9863266388434,58404.85139154696,645.622449214877
16762,Montana,2021-01-01,81701.00,18377,962.00,262,,16949.433927459708,241.64725956328252,75354.28531900667,887.2697087781595
18467,Montana,2021-02-01,94146.00,12445,1235.00,273,,11478.24482925592,251.79275519380204,86832.53014826258,1139.0624639719615
20007,Montana,2021-03-01,100115.00,5969,1358.00,123,,5505.314856233716,113.44508750489982,92337.8450044963,1252.5075514768614
21712,Montana,2021-04-01,104865.00,4750,1438.00,80,,4381.009476815237,73.78542276741452,96718.85448131153,1326.292974244276
23362,Montana,2021-05-01,109061.00,4196,1574.00,136,,3870.045424150891,125.43521870460467,100588.89990546243,1451.7281929488806
25067,Montana,2021-06-01,111949.00,2888,1613.00,39,,2663.653761903664,35.97039359911457,103252.5536673661,1487.698586547995
26717,Montana,2021-07-01,113928.00,1979,1666.00,53,,1825.2668957089165,48.88284258341211,105077.820563075,1536.5814291314073
28422,Montana,2021-08-01,116480.00,2552,1704.00,38,,2353.754986280523,35.048075814521894,107431.57554935553,1571.629504945929
11703,Nebraska,2020-10-01,46185.00,11611,497.00,92,,5919.437329722498,46.902784801866325,23545.707783415175,253.37700050573437
13408,Nebraska,2020-11-01,71666.00,25481,661.00,164,,12990.541951482128,83.60931203810954,36536.249734897305,336.9863125438439
15058,Nebraska,2020-12-01,130796.00,59130,1092.00,431,,30145.235492764736,219.7293505391781,66681.48522766204,556.715663083022
16763,Nebraska,2021-01-01,168567.00,37771,1707.00,615,,19256.14222555753,313.5349201429107,85937.62745321957,870.2505832259327
18468,Nebraska,2021-02-01,192112.00,23545,2031.00,324,,12003.54421912981,165.17937256309443,97941.17167234937,1035.4299557890272
20008,Nebraska,2021-03-01,201556.00,9444,2205.00,174,,4814.672822487234,88.7074408209211,102755.84449483661,1124.1373966099484
21713,Nebraska,2021-04-01,210155.00,8599,2282.00,77,,4383.880940339658,39.25559162764899,107139.72543517627,1163.3929882375974
23363,Nebraska,2021-05-01,220032.00,9877,2366.00,84,,5035.421798782974,42.82428177561708,112175.14723395924,1206.2172700132144
25068,Nebraska,2021-06-01,223796.00,3764,2497.00,131,,1918.93567385027,66.78548705483139,114094.08290780951,1273.0027570680456
26718,Nebraska,2021-07-01,224802.00,1006,2520.00,23,,512.8717555508426,11.725696200466581,114606.95466336036,1284.7284532685123
28423,Nebraska,2021-08-01,228450.00,3648,2550.00,30,,1859.797379969656,15.29438634843467,116466.75204333002,1300.022839616947
11704,Nevada,2020-10-01,80507.00,10799,1603.00,290,,3478.371224248812,93.40935781388605,25931.40403283629,516.3282778471012
13409,Nevada,2020-11-01,101594.00,21087,1783.00,180,,6792.148718004879,57.978222091377546,32723.55275084117,574.3064999384786
15059,Nevada,2020-12-01,155312.00,53718,2182.00,399,,17302.634079470106,128.51839230255356,50026.18683031127,702.8248922410322
16764,Nevada,2021-01-01,227046.00,71734,3146.00,964,,23105.609908349314,310.50558942271084,73131.79673866059,1013.3304816637431
18469,Nevada,2021-02-01,279228.00,52182,4281.00,1135,,16807.88658429035,365.5849004095195,89939.68332295094,1378.9153820732627
20009,Nevada,2021-03-01,294047.00,14819,4957.00,676,,4773.218184289577,217.74043407650677,94712.90150724052,1596.6558161497694
21714,Nevada,2021-04-01,304131.00,10084,5256.00,299,,3248.068842052506,96.30826891845491,97960.97034929301,1692.9640850682242
23364,Nevada,2021-05-01,315438.00,11307,5464.00,208,,3641.9986510400327,66.99705663892516,101602.96900033305,1759.9611417071494
25069,Nevada,2021-06-01,324262.00,8824,5590.00,126,,2842.2212874128636,40.58475546396428,104445.19028774592,1800.5458971711137
26719,Nevada,2021-07-01,334255.00,9993,5692.00,102,,3218.7576297729765,32.85432585178061,107663.94791751889,1833.4002230228944
28424,Nevada,2021-08-01,356401.00,22146,5912.00,220,,7133.253924642484,70.862271445017,114797.20184216138,1904.2624944679112
11705,New Hampshire,2020-10-01,8317.00,1020,441.00,9,,740.4562807752142,6.533437771546008,6037.622438438682,320.13845080575436
13410,New Hampshire,2020-11-01,11214.00,2897,483.00,42,,2103.0410249076426,30.489376267214702,8140.663463346325,350.62782707296907
15060,New Hampshire,2020-12-01,21766.00,10552,528.00,45,,7660.092818372607,32.66718885773004,15800.756281718934,383.2950159306991
16765,New Hampshire,2021-01-01,44028.00,22262,759.00,231,,16160.821296684135,167.69156946968084,31961.577578403067,550.9865854003799
18470,New Hampshire,2021-02-01,66058.00,22030,1059.00,300,,15992.403789684282,217.78125905153357,47953.98136808735,768.7678444519136
20010,New Hampshire,2021-03-01,75588.00,9530,1170.00,111,,6918.18466253705,80.57906584906742,54872.1660306244,849.346910300981
21715,New Hampshire,2021-04-01,84539.00,8951,1245.00,75,,6497.86683256759,54.44531476288339,61370.03286319199,903.7922250638644
23365,New Hampshire,2021-05-01,95163.00,10624,1304.00,59,,7712.360320544976,42.830314280134935,69082.39318373696,946.6225393439993
25070,New Hampshire,2021-06-01,98767.00,3604,1353.00,49,,2616.27885873909,35.57093897841715,71698.67204247606,982.1934783224165
26720,New Hampshire,2021-07-01,99527.00,760,1372.00,19,,551.7125229305517,13.792813073263794,72250.38456540661,995.9862913956803
28425,New Hampshire,2021-08-01,100657.00,1130,1387.00,15,,820.3094090941098,10.88906295257668,73070.69397450071,1006.8753543482569
11706,New Jersey,2020-10-01,207676.00,13606,16127.00,177,,1464.7441908133433,19.054808303245753,22357.211125338225,1736.1406412793463
13411,New Jersey,2020-11-01,241422.00,33746,16354.00,227,,3632.9014745837926,24.437522513202182,25990.112599922017,1760.5781637925484
15061,New Jersey,2020-12-01,343739.00,102317,17083.00,729,,11014.863396402237,78.47997318116472,37004.975996324254,1839.058136973713
16766,New Jersey,2021-01-01,484882.00,141143,19160.00,2077,,15194.648634717601,223.59794828159002,52199.62463104186,2062.6560852553034
18471,New Jersey,2021-02-01,700346.00,215464,21513.00,2353,,23195.622690681037,253.3105307205495,75395.24732172288,2315.9666159758526
20011,New Jersey,2021-03-01,792496.00,92150,23273.00,1760,,9920.342288949696,189.47154019046627,85315.58961067258,2505.438156166319
21716,New Jersey,2021-04-01,914420.00,121924,24591.00,1318,,13125.64094669455,141.88834657445145,98441.23055736713,2647.3265027407706
23366,New Jersey,2021-05-01,998811.00,84391,25588.00,997,,9085.052697848658,107.33132134653117,107526.28325521579,2754.6578240873014
25071,New Jersey,2021-06-01,1016490.00,17679,26219.00,631,,1903.2200903563937,67.92985332965011,109429.50334557219,2822.587677416952
26721,New Jersey,2021-07-01,1023613.00,7123,26463.00,244,,766.8214663503927,26.26764534458737,110196.32481192259,2848.855322761539
28426,New Jersey,2021-08-01,1040281.00,16668,26607.00,144,,1794.3816090310747,15.502216924674512,111990.70642095366,2864.3575396862134
11707,New Mexico,2020-10-01,29661.00,4201,882.00,95,,1983.9227172137998,44.86376056541561,14007.410548745183,416.5245980915428
13412,New Mexico,2020-11-01,47232.00,17571,1026.00,144,,8297.906704157029,68.00401601494578,22305.317252902212,484.52861410648865
15062,New Mexico,2020-12-01,99419.00,52187,1589.00,563,,24645.316553972047,265.8768126139894,46950.63380687426,750.405426720478
16767,New Mexico,2021-01-01,144142.00,44723,2504.00,915,,21120.441723864027,432.1088517616346,68071.0755307383,1182.5142784821126
18472,New Mexico,2021-02-01,174550.00,30408,3297.00,793,,14360.181381822715,374.49433819341664,82431.256912561,1557.0086166755293
20012,New Mexico,2021-03-01,185297.00,10747,3731.00,434,,5075.271945226543,204.95654826726712,87506.52885778755,1761.9651649427963
21717,New Mexico,2021-04-01,191946.00,6649,3944.00,213,,3139.990989467878,100.58927368877396,90646.51984725542,1862.5544386315703
23367,New Mexico,2021-05-01,197733.00,5787,4069.00,125,,2732.9113936006333,59.03126390186265,93379.43124085605,1921.585702533433
25072,New Mexico,2021-06-01,203151.00,5418,4266.00,197,,2558.6511025623345,93.03327190933554,95938.0823434184,2014.6189744427684
26722,New Mexico,2021-07-01,205629.00,2478,4345.00,79,,1170.2357755905252,37.30775878597719,97108.31811900892,2051.926733228746
28427,New Mexico,2021-08-01,210416.00,4787,4412.00,67,,2260.661282385732,31.64075745139838,99368.97940139465,2083.567490680144
11708,New York,2020-10-01,464752.00,24515,32768.00,217,,1213.5388262379222,10.741910067045854,23006.102246450206,1622.077922013634
13413,New York,2020-11-01,514482.00,49730,33174.00,406,,2461.7289752727665,20.097767222214824,25467.831221722972,1642.1756892358487
15063,New York,2020-12-01,660041.00,145559,34222.00,1048,,7205.445564281694,51.87798041596339,32673.276786004666,1694.053669651812
16768,New York,2021-01-01,996073.00,336032,37733.00,3511,,16634.21900299333,173.80113477141933,49307.495788998,1867.8548044232314
18473,New York,2021-02-01,1429096.00,433023,43354.00,5621,,21435.45678784515,278.25012205928454,70742.95257684315,2146.104926482516
20013,New York,2021-03-01,1650560.00,221464,47247.00,3893,,10962.886502710799,192.71085664059683,81705.83907955395,2338.815783123113
21718,New York,2021-04-01,1880768.00,230208,49872.00,2625,,11395.731026334064,129.94246048845793,93101.57010588801,2468.758243611571
23368,New York,2021-05-01,2050174.00,169406,51791.00,1919,,8385.91712819341,94.99412635327647,101487.48723408142,2563.7523699648473
25073,New York,2021-06-01,2101111.00,50937,52784.00,993,,2521.477756152602,49.15537648191951,104008.96499023402,2612.907746446767
26723,New York,2021-07-01,2113544.00,12433,53107.00,323,,615.4569947630466,15.98911037629406,104624.42198499707,2628.8968568230607
28428,New York,2021-08-01,2151035.00,37491,53274.00,167,,1855.8753471134385,8.266815581551418,106480.29733211051,2637.163672404612
11709,North Carolina,2020-10-01,213218.00,43252,3601.00,832,,4143.154751983546,79.69815855105682,20424.377367715424,344.9435924787928
13414,North Carolina,2020-11-01,276706.00,63488,4405.00,804,,6081.582560203721,77.01600898443472,26505.959927919146,421.95960146322756
15064,North Carolina,2020-12-01,368615.00,91909,5322.00,917,,8804.060161381109,87.84039830687392,35310.020089300255,509.79999977010146
16769,North Carolina,2021-01-01,543976.00,175361,6819.00,1497,,16798.01536258639,143.3992107583318,52108.035451886644,653.1992105284332
18474,North Carolina,2021-02-01,763358.00,219382,9397.00,2578,,21014.83343659609,246.9493422411352,73122.86888848273,900.1485527695685
20014,North Carolina,2021-03-01,862880.00,99522,11286.00,1889,,9533.317470334468,180.94930469104128,82656.1863588172,1081.0978574606097
21719,North Carolina,2021-04-01,917474.00,54594,12160.00,874,,5229.616908577399,83.72138290098998,87885.8032673946,1164.8192403615997
23369,North Carolina,2021-05-01,970673.00,53199,12677.00,517,,5095.988385526048,49.523975926558144,92981.79165292066,1214.343216288158
