id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage
8365,Tennessee,2020-04-01,187527.00,105455,2247.00,1056,
10070,Tennessee,2020-04-01,340801.00,153274,4000.00,1753,
11720,Tennessee,2020-04-01,535402.00,194601,6473.00,2473,
13425,Tennessee,2020-04-01,793060.00,257658,9795.00,3322,
15075,Tennessee,2020-04-01,1165040.00,371980,14379.00,4584,
16780,Tennessee,2020-04-01,1737619.00,572579,21225.00,6846,
18485,Tennessee,2020-04-01,2453058.00,715439,30885.00,9660,
20025,Tennessee,2020-04-01,3214949.00,761891,42212.00,11327,
21730,Tennessee,2020-04-01,4014175.00,799226,54021.00,11809,
23380,Tennessee,2020-04-01,4847081.00,832906,66121.00,12100,
25085,Tennessee,2020-04-01,5695633.00,848552,78477.00,12356,
26735,Tennessee,2020-04-01,6550063.00,854430,90949.00,12472,
28440,Tennessee,2020-04-01,7429921.00,879858,103587.00,12638,
250,Texas,2020-04-01,11.00,11,0.00,0,
1656,Texas,2020-04-01,4413.00,4402,65.00,65,
3306,Texas,2020-04-01,34755.00,30342,918.00,853,
5011,Texas,2020-04-01,100836.00,66081,2613.00,1695,
6661,Texas,2020-04-01,275662.00,174826,5131.00,2518,
8366,Texas,2020-04-01,723886.00,448224,12608.00,7477,
10071,Texas,2020-04-01,1369420.00,645534,25612.00,13004,
11721,Texas,2020-04-01,2157486.00,788066,41832.00,16220,
13426,Texas,2020-04-01,3115275.00,957789,60414.00,18582,
15076,Texas,2020-04-01,4390570.00,1275295,82618.00,22204,
16781,Texas,2020-04-01,6168876.00,1778306,111052.00,28434,
18486,Texas,2020-04-01,8581026.00,2412150,148457.00,37405,
20026,Texas,2020-04-01,11239415.00,2658389,192535.00,44078,
21731,Texas,2020-04-01,14033100.00,2793685,241186.00,48651,
23381,Texas,2020-04-01,16924364.00,2891264,291641.00,50455,
25086,Texas,2020-04-01,19872999.00,2948635,343330.00,51689,
26736,Texas,2020-04-01,22868273.00,2995274,395884.00,52554,
28441,Texas,2020-04-01,26003968.00,3135695,449304.00,53420,
3307,Utah,2020-04-01,5842.00,4829,53.00,46,
5012,Utah,2020-04-01,15868.00,10026,166.00,113,
6662,Utah,2020-04-01,38732.00,22864,339.00,173,
8367,Utah,2020-04-01,79486.00,40754,651.00,312,
10072,Utah,2020-04-01,131991.00,52505,1061.00,410,
11722,Utah,2020-04-01,206090.00,74099,1521.00,460,
13427,Utah,2020-04-01,322600.00,116510,2135.00,614,
15077,Utah,2020-04-01,520860.00,198260,3025.00,890,
16782,Utah,2020-04-01,797472.00,276612,4298.00,1273,
18487,Utah,2020-04-01,1144682.00,347210,5967.00,1669,
20027,Utah,2020-04-01,1516230.00,371548,7907.00,1940,
21732,Utah,2020-04-01,1902418.00,386188,10032.00,2125,
23382,Utah,2020-04-01,2300216.00,397798,12235.00,2203,
25087,Utah,2020-04-01,2706568.00,406352,14537.00,2302,
26737,Utah,2020-04-01,3122318.00,415750,16912.00,2375,
28442,Utah,2020-04-01,3554857.00,432539,19363.00,2451,
1658,Vermont,2020-04-01,321.00,321,16.00,16,
3308,Vermont,2020-04-01,1200.00,879,65.00,49,
5013,Vermont,2020-04-01,2183.00,983,120.00,55,
6663,Vermont,2020-04-01,3393.00,1210,176.00,56,
8368,Vermont,2020-04-01,4814.00,1421,233.00,57,
10073,Vermont,2020-04-01,6449.00,1635,291.00,58,
11723,Vermont,2020-04-01,8204.00,1755,349.00,58,
13428,Vermont,2020-04-01,10400.00,2196,407.00,58,
15078,Vermont,2020-04-01,14639.00,4239,479.00,72,
16783,Vermont,2020-04-01,22051.00,7412,615.00,136,
18488,Vermont,2020-04-01,34134.00,12083,790.00,175,
20028,Vermont,2020-04-01,49418.00,15284,995.00,205,
21733,Vermont,2020-04-01,68941.00,19523,1222.00,227,
23383,Vermont,2020-04-01,91973.00,23032,1469.00,247,
25088,Vermont,2020-04-01,116197.00,24224,1724.00,255,
26738,Vermont,2020-04-01,140609.00,24412,1981.00,257,
28443,Vermont,2020-04-01,165498.00,24889,2241.00,260,
1659,Virgin Islands,2020-04-01,30.00,30,0.00,0,
3309,Virgin Islands,2020-04-01,96.00,66,4.00,4,
5014,Virgin Islands,2020-04-01,166.00,70,10.00,6,
6664,Virgin Islands,2020-04-01,258.00,92,16.00,6,
8369,Virgin Islands,2020-04-01,679.00,421,24.00,8,
10074,Virgin Islands,2020-04-01,1822.00,1143,39.00,15,
11724,Virgin Islands,2020-04-01,3148.00,1326,59.00,20,
13429,Virgin Islands,2020-04-01,4524.00,1376,80.00,21,
15079,Virgin Islands,2020-04-01,6074.00,1550,103.00,23,
16784,Virgin Islands,2020-04-01,8110.00,2036,126.00,23,
18489,Virgin Islands,2020-04-01,10531.00,2421,150.00,24,
20029,Virgin Islands,2020-04-01,13177.00,2646,175.00,25,
21734,Virgin Islands,2020-04-01,16084.00,2907,201.00,26,
23384,Virgin Islands,2020-04-01,19209.00,3125,228.00,27,
25089,Virgin Islands,2020-04-01,22674.00,3465,255.00,27,
26739,Virgin Islands,2020-04-01,26569.00,3895,285.00,30,
28444,Virgin Islands,2020-04-01,31083.00,4514,321.00,36,
1660,Virginia,2020-04-01,1511.00,1511,18.00,18,
3310,Virginia,2020-04-01,18412.00,16901,599.00,581,
5015,Virginia,2020-04-01,63810.00,45398,1991.00,1392,
6665,Virginia,2020-04-01,127013.00,63203,3777.00,1786,
8370,Virginia,2020-04-01,217814.00,90801,5992.00,2215,
10075,Virginia,2020-04-01,339429.00,121615,8604.00,2612,
11725,Virginia,2020-04-01,488150.00,148721,11832.00,3228,
13430,Virginia,2020-04-01,670542.00,182392,15487.00,3655,
15080,Virginia,2020-04-01,910605.00,240063,19580.00,4093,
16785,Virginia,2020-04-01,1265371.00,354766,24661.00,5081,
18490,Virginia,2020-04-01,1773011.00,507640,31135.00,6474,
20030,Virginia,2020-04-01,2350185.00,577174,39918.00,8783,
21735,Virginia,2020-04-01,2970986.00,620801,50186.00,10268,
23385,Virginia,2020-04-01,3631539.00,660553,60963.00,10777,
25090,Virginia,2020-04-01,4307136.00,675597,72157.00,11194,
26740,Virginia,2020-04-01,4987700.00,680564,83576.00,11419,
28445,Virginia,2020-04-01,5682084.00,694384,95108.00,11532,
37,Washington,2020-04-01,1.00,1,0.00,0,
252,Washington,2020-04-01,18.00,17,3.00,3,
1661,Washington,2020-04-01,5607.00,5589,253.00,250,
3311,Washington,2020-04-01,20741.00,15134,1082.00,829,
5016,Washington,2020-04-01,44013.00,23272,2215.00,1133,
6666,Washington,2020-04-01,79271.00,35258,3555.00,1340,
8371,Washington,2020-04-01,138919.00,59648,5230.00,1675,
10076,Washington,2020-04-01,216980.00,78061,7248.00,2018,
11726,Washington,2020-04-01,309146.00,92166,9475.00,2227,
13431,Washington,2020-04-01,422255.00,113109,11943.00,2468,
15081,Washington,2020-04-01,597224.00,174969,14870.00,2927,
16786,Washington,2020-04-01,848809.00,251585,18393.00,3523,
18491,Washington,2020-04-01,1166512.00,317703,22797.00,4404,
20031,Washington,2020-04-01,1510235.00,343723,27835.00,5038,
21736,Washington,2020-04-01,1878284.00,368049,33151.00,5316,
23386,Washington,2020-04-01,2284830.00,406546,38698.00,5547,
25091,Washington,2020-04-01,2723748.00,438918,44531.00,5833,
26741,Washington,2020-04-01,3177835.00,454087,50523.00,5992,
28446,Washington,2020-04-01,3652355.00,474520,56688.00,6165,
1662,West Virginia,2020-04-01,191.00,191,2.00,2,
3312,West Virginia,2020-04-01,1343.00,1152,49.00,47,
5017,West Virginia,2020-04-01,3371.00,2028,125.00,76,
6667,West Virginia,2020-04-01,6350.00,2979,218.00,93,
8372,West Virginia,2020-04-01,13085.00,6735,334.00,116,
10077,West Virginia,2020-04-01,23592.00,10507,556.00,222,
11727,West Virginia,2020-04-01,39616.00,16024,910.00,354,
13432,West Virginia,2020-04-01,64499.00,24883,1367.00,457,
15082,West Virginia,2020-04-01,113317.00,48818,2125.00,758,
16787,West Virginia,2020-04-01,201137.00,87820,3486.00,1361,
18492,West Virginia,2020-04-01,322562.00,121425,5514.00,2028,
20032,West Virginia,2020-04-01,454610.00,132048,7814.00,2300,
21737,West Virginia,2020-04-01,596843.00,142233,10497.00,2683,
23387,West Virginia,2020-04-01,750341.00,153498,13176.00,2679,
25092,West Virginia,2020-04-01,912199.00,161858,15973.00,2797,
26742,West Virginia,2020-04-01,1076296.00,164097,18870.00,2897,
28447,West Virginia,2020-04-01,1243312.00,167016,21816.00,2946,
253,Wisconsin,2020-04-01,1.00,1,0.00,0,
1663,Wisconsin,2020-04-01,1553.00,1552,33.00,33,
3313,Wisconsin,2020-04-01,8992.00,7439,360.00,327,
5018,Wisconsin,2020-04-01,27817.00,18825,957.00,597,
6668,Wisconsin,2020-04-01,60124.00,32307,1751.00,794,
8373,Wisconsin,2020-04-01,118188.00,58064,2706.00,955,
10078,Wisconsin,2020-04-01,199876.00,81688,3847.00,1141,
11728,Wisconsin,2020-04-01,332052.00,132176,5205.00,1358,
13433,Wisconsin,2020-04-01,573475.00,241423,7315.00,2110,
15083,Wisconsin,2020-04-01,989840.00,416365,10943.00,3628,
16788,Wisconsin,2020-04-01,1512363.00,522523,16200.00,5257,
18493,Wisconsin,2020-04-01,2105284.00,592921,22639.00,6439,
20033,Wisconsin,2020-04-01,2722984.00,617700,29658.00,7019,
21738,Wisconsin,2020-04-01,3360101.00,637117,36985.00,7327,
23388,Wisconsin,2020-04-01,4021515.00,661414,44554.00,7569,
25093,Wisconsin,2020-04-01,4696208.00,674693,52429.00,7875,
26743,Wisconsin,2020-04-01,5374160.00,677952,60563.00,8134,
28448,Wisconsin,2020-04-01,6061542.00,687382,68853.00,8290,
1664,Wyoming,2020-04-01,138.00,138,0.00,0,
3314,Wyoming,2020-04-01,704.00,566,7.00,7,
5019,Wyoming,2020-04-01,1614.00,910,24.00,17,
6669,Wyoming,2020-04-01,3128.00,1514,44.00,20,
8374,Wyoming,2020-04-01,5897.00,2769,70.00,26,
10079,Wyoming,2020-04-01,9763.00,3866,111.00,41,
11729,Wyoming,2020-04-01,15846.00,6083,164.00,53,
13434,Wyoming,2020-04-01,29569.00,13723,251.00,87,
15084,Wyoming,2020-04-01,63374.00,33805,481.00,230,
16789,Wyoming,2020-04-01,107783.00,44409,919.00,438,
18494,Wyoming,2020-04-01,159840.00,52057,1515.00,596,
20034,Wyoming,2020-04-01,214311.00,54471,2186.00,671,
21739,Wyoming,2020-04-01,270700.00,56389,2886.00,700,
23389,Wyoming,2020-04-01,328842.00,58142,3593.00,707,
25094,Wyoming,2020-04-01,389206.00,60364,4313.00,720,
26744,Wyoming,2020-04-01,451559.00,62353,5060.00,747,
28449,Wyoming,2020-04-01,516686.00,65127,5836.00,776,
